Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\2\Assembly production\pnp-data\foxbms2-master-pnp-data-v1.1.5.txt

========================================================================================================================
File Design Information:

Date:       25-10-22
Time:       11:51
Revision:   Not in VersionControl
Variant:    production
Units used: mm

Designator  Comment                    Layer    Footprint                     Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                          Height(mm) 
R4503_1     47k5                       TopLayer RESC1005X04N                  56.5150      26.6700      180      "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R4503_2     47k5                       TopLayer RESC1005X04N                  97.9488      27.6225      270      "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R4508_1     47k5                       TopLayer RESC1005X04N                  66.6750      24.4475      270      "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R4508_2     47k5                       TopLayer RESC1005X04N                  108.1088     24.2888      90       "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R4509_1     10k                        TopLayer RESC1005X04N                  46.9900      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4509_2     10k                        TopLayer RESC1005X04N                  90.9638      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4510_1     10k                        TopLayer RESC1005X04N                  45.7200      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4510_2     10k                        TopLayer RESC1005X04N                  89.6938      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4511_1     10k                        TopLayer RESC1005X04N                  44.4500      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4511_2     10k                        TopLayer RESC1005X04N                  88.4238      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4512_1     10k                        TopLayer RESC1005X04N                  43.1800      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4512_2     10k                        TopLayer RESC1005X04N                  87.1538      36.9888      90       "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R4513_1     47k5                       TopLayer RESC1005X04N                  46.0375      26.5113      0        "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R4513_2     47k5                       TopLayer RESC1005X04N                  90.0113      26.5113      0        "SMD Resistor 47k5 0402"                                                                                                                             0.4000     
R6318_1     10k                        TopLayer RESC1005X04N                  75.0888      25.0825      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6318_2     10k                        TopLayer RESC1005X04N                  78.2638      92.2338      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6318_3     10k                        TopLayer RESC1005X04N                  100.4888     92.2338      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6319_1     10k                        TopLayer RESC1005X04N                  76.0413      25.0825      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6319_2     10k                        TopLayer RESC1005X04N                  78.2638      91.2813      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6319_3     10k                        TopLayer RESC1005X04N                  100.4888     91.2813      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6320_2     10k                        TopLayer RESC1005X04N                  76.0413      90.1700      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6320_3     10k                        TopLayer RESC1005X04N                  98.2663      90.1700      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6321_2     10k                        TopLayer RESC1005X04N                  76.0413      89.0588      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6321_3     10k                        TopLayer RESC1005X04N                  98.2663      89.0588      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6322_2     10k                        TopLayer RESC1005X04N                  76.0413      87.9475      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6322_3     10k                        TopLayer RESC1005X04N                  98.2663      87.9475      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6323_2     10k                        TopLayer RESC1005X04N                  76.0413      86.8363      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6323_3     10k                        TopLayer RESC1005X04N                  98.2663      86.8363      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6324_2     10k                        TopLayer RESC1005X04N                  76.0413      85.7250      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6324_3     10k                        TopLayer RESC1005X04N                  98.2663      85.7250      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6325_2     10k                        TopLayer RESC1005X04N                  76.0413      84.6138      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6325_3     10k                        TopLayer RESC1005X04N                  98.2663      84.6138      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6326_2     10k                        TopLayer RESC1005X04N                  76.0413      83.5025      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6326_3     10k                        TopLayer RESC1005X04N                  98.2663      83.5025      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6327_2     10k                        TopLayer RESC1005X04N                  76.0413      82.3913      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6327_3     10k                        TopLayer RESC1005X04N                  98.2663      82.3913      0        "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6328_1     10k                        TopLayer RESC1005X04N                  84.9313      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6328_2     10k                        TopLayer RESC1005X04N                  92.2338      82.3913      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6328_3     10k                        TopLayer RESC1005X04N                  114.4588     82.3913      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6329_1     10k                        TopLayer RESC1005X04N                  83.8200      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6329_2     10k                        TopLayer RESC1005X04N                  92.2338      83.5025      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6329_3     10k                        TopLayer RESC1005X04N                  114.4588     83.5025      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6330_1     10k                        TopLayer RESC1005X04N                  82.7088      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6330_2     10k                        TopLayer RESC1005X04N                  92.2338      84.6138      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6330_3     10k                        TopLayer RESC1005X04N                  114.4588     84.6138      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6331_1     10k                        TopLayer RESC1005X04N                  81.5975      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6331_2     10k                        TopLayer RESC1005X04N                  92.2338      85.7250      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6331_3     10k                        TopLayer RESC1005X04N                  114.4588     85.7250      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6332_1     10k                        TopLayer RESC1005X04N                  80.4863      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6332_2     10k                        TopLayer RESC1005X04N                  92.2338      86.8363      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6332_3     10k                        TopLayer RESC1005X04N                  114.4588     86.8363      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6333_1     10k                        TopLayer RESC1005X04N                  79.3750      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6333_2     10k                        TopLayer RESC1005X04N                  92.2338      87.9475      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6333_3     10k                        TopLayer RESC1005X04N                  114.4588     87.9475      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6334_1     10k                        TopLayer RESC1005X04N                  78.2638      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6334_2     10k                        TopLayer RESC1005X04N                  92.2338      89.0588      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6334_3     10k                        TopLayer RESC1005X04N                  114.4588     89.0588      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6335_1     10k                        TopLayer RESC1005X04N                  77.1525      39.0525      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6335_2     10k                        TopLayer RESC1005X04N                  92.2338      90.1700      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R6335_3     10k                        TopLayer RESC1005X04N                  114.4588     90.1700      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7207_1     5k1                        TopLayer RESC1005X04N                  91.9163      44.2913      90       "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7207_2     5k1                        TopLayer RESC1005X04N                  51.7525      44.2913      90       "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7226_1     0R015                      TopLayer PANASONIC_ERJ-B1              93.5038      67.3100      180      "SMD Shunt Resistor 0R015"                                                                                                                           0.7500     
R7226_2     0R015                      TopLayer PANASONIC_ERJ-B1              53.3400      67.3100      180      "SMD Shunt Resistor 0R015"                                                                                                                           0.7500     
R7227_1     1M                         TopLayer RESC1005X04N                  109.3788     63.6588      180      "SMD Resistor 1M 0402"                                                                                                                               0.4000     
R7227_2     1M                         TopLayer RESC1005X04N                  69.2150      63.6588      180      "SMD Resistor 1M 0402"                                                                                                                               0.4000     
R7228_1     1M                         TopLayer RESC1005X04N                  111.9188     63.6588      0        "SMD Resistor 1M 0402"                                                                                                                               0.4000     
R7228_2     1M                         TopLayer RESC1005X04N                  71.7550      63.6588      0        "SMD Resistor 1M 0402"                                                                                                                               0.4000     
R7229_1     5k1                        TopLayer RESC1005X04N                  79.0575      65.4050      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7229_2     5k1                        TopLayer RESC1005X04N                  38.8938      65.4050      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7230_1     10k                        TopLayer RESC1005X04N                  110.4900     58.1025      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7230_2     10k                        TopLayer RESC1005X04N                  70.3263      58.1025      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7231_1     5k1                        TopLayer RESC1005X04N                  79.0575      63.5000      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7231_2     5k1                        TopLayer RESC1005X04N                  38.8938      63.5000      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7232_1     5k1                        TopLayer RESC1005X04N                  103.8225     59.5313      0        "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7232_2     5k1                        TopLayer RESC1005X04N                  63.6588      59.5313      0        "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7233_1     100k                       TopLayer RESC1005X04N                  104.7750     45.4025      90       "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7233_2     100k                       TopLayer RESC1005X04N                  64.6113      45.4025      90       "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7234_1     220R                       TopLayer RESC1005X04N                  105.8863     45.4025      90       "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7234_2     220R                       TopLayer RESC1005X04N                  65.7225      45.4025      90       "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7235_1     5k1                        TopLayer RESC1005X04N                  109.4050     43.0213      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7235_2     5k1                        TopLayer RESC1005X04N                  69.2413      43.0213      180      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7236_1     2k49                       TopLayer RESC1005X04N                  79.2163      52.3875      90       "SMD Resistor 2k49 0402"                                                                                                                             0.4000     
R7236_2     2k49                       TopLayer RESC1005X04N                  39.0525      52.3875      90       "SMD Resistor 2k49 0402"                                                                                                                             0.4000     
R7237_1     2k49                       TopLayer RESC1005X04N                  78.1050      52.3875      90       "SMD Resistor 2k49 0402"                                                                                                                             0.4000     
R7237_2     2k49                       TopLayer RESC1005X04N                  37.9412      52.3875      90       "SMD Resistor 2k49 0402"                                                                                                                             0.4000     
R7238_1     100k                       TopLayer RESC1005X04N                  107.3413     43.0213      0        "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7238_2     100k                       TopLayer RESC1005X04N                  67.1775      43.0213      0        "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7239_1     10k                        TopLayer RESC1005X04N                  97.7900      57.3088      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7239_2     10k                        TopLayer RESC1005X04N                  57.6263      57.3088      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7240_1     5k1                        TopLayer RESC1005X04N                  90.9638      44.2913      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7240_2     5k1                        TopLayer RESC1005X04N                  50.8000      44.2913      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7241_1     5k1                        TopLayer RESC1005X04N                  88.7413      44.2913      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7241_2     5k1                        TopLayer RESC1005X04N                  48.5775      44.2913      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7242_1     5k1                        TopLayer RESC1005X04N                  82.7088      45.0850      90       "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7242_2     5k1                        TopLayer RESC1005X04N                  42.5450      45.0850      90       "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7243_1     5k1                        TopLayer RESC1005X04N                  81.4388      45.0850      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7243_2     5k1                        TopLayer RESC1005X04N                  41.2750      45.0850      270      "SMD Resistor 5k1 0402"                                                                                                                              0.4000     
R7244_1     220R                       TopLayer RESC1005X04N                  96.2025      47.9425      0        "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7244_2     220R                       TopLayer RESC1005X04N                  56.0388      47.9425      0        "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7245_1     10k                        TopLayer RESC1005X04N                  83.3438      65.4050      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7245_2     10k                        TopLayer RESC1005X04N                  43.1800      65.4050      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7246_1     10k                        TopLayer RESC1005X04N                  83.3438      63.5000      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7246_2     10k                        TopLayer RESC1005X04N                  43.1800      63.5000      270      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7247_1     0R                         TopLayer RESC1005X04N                  92.8688      44.2913      90       "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7247_2     0R                         TopLayer RESC1005X04N                  52.7050      44.2913      90       "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7248_1     0R                         TopLayer RESC1005X04N                  90.0113      44.2913      90       "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7248_2     0R                         TopLayer RESC1005X04N                  49.8475      44.2913      90       "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7249_1     0R                         TopLayer RESC1005X04N                  87.7887      44.2913      270      "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7249_2     0R                         TopLayer RESC1005X04N                  47.6250      44.2913      270      "SMD Resistor 0R 0402"                                                                                                                               0.4000     
R7250_1     220R                       TopLayer RESC1005X04N                  78.1050      42.8625      270      "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7250_2     220R                       TopLayer RESC1005X04N                  37.9412      42.8625      270      "SMD Resistor 220R 0402"                                                                                                                             0.4000     
R7251_1     100k                       TopLayer RESC1005X04N                  91.5988      41.7513      0        "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7251_2     100k                       TopLayer RESC1005X04N                  51.4350      41.9100      0        "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7301_1     0R005                      TopLayer PANASONIC_ERJMS4H             20.6375      44.7675      0        "SMD Shunt Resistor 0R005"                                                                                                                           1.3500     
R7301_2     0R005                      TopLayer PANASONIC_ERJMS4H             20.6375      23.6538      0        "SMD Shunt Resistor 0R005"                                                                                                                           1.3500     
R7303_1     10R                        TopLayer RESC1005X04N                  16.0338      41.4338      0        "SMD Resistor 10R 0402"                                                                                                                              0.4000     
R7303_2     10R                        TopLayer RESC1005X04N                  16.0338      20.3200      0        "SMD Resistor 10R 0402"                                                                                                                              0.4000     
R7304_1     240k                       TopLayer RESC1005X04N                  14.1288      41.4338      180      "SMD Resistor 240k 0402"                                                                                                                             0.4000     
R7304_2     240k                       TopLayer RESC1005X04N                  14.1288      20.3200      180      "SMD Resistor 240k 0402"                                                                                                                             0.4000     
R7305_1     240k                       TopLayer RESC1005X04N                  6.0325       38.2588      0        "SMD Resistor 240k 0402"                                                                                                                             0.4000     
R7305_2     240k                       TopLayer RESC1005X04N                  6.0325       17.1450      0        "SMD Resistor 240k 0402"                                                                                                                             0.4000     
R7306_1     33R                        TopLayer RESC1005X04N                  23.1775      39.9788      270      "SMD Resistor 33R 0402"                                                                                                                              0.4000     
R7306_2     33R                        TopLayer RESC1005X04N                  23.1775      18.8650      270      "SMD Resistor 33R 0402"                                                                                                                              0.4000     
R7307_1     100k                       TopLayer RESC1005X04N                  14.1288      40.1638      180      "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7307_2     100k                       TopLayer RESC1005X04N                  14.1288      19.0500      180      "SMD Resistor 100k 0402"                                                                                                                             0.4000     
R7308_1     10k                        TopLayer RESC1005X04N                  10.3188      36.5125      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7308_2     10k                        TopLayer RESC1005X04N                  10.3188      15.3988      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7309_1     10k                        TopLayer RESC1005X04N                  12.2238      37.3063      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7309_2     10k                        TopLayer RESC1005X04N                  12.2238      16.1925      180      "SMD Resistor 10k 0402"                                                                                                                              0.4000     
R7311_1     240k                       TopLayer RESC1005X04N                  14.1288      38.8938      180      "SMD Resistor 240k 0402"                                                                                                                             0.4000     
R7311_2     240k                       TopLayer RESC1005X04N                  14.1288      17.7800      180      "SMD Resistor 240k 0402"                                                                                                                             0.4000     
S4500       WS-DISV                    TopLayer WE_416131160801               37.9412      28.4163      0        "WS-DISV Small Compact SMT DipSwitch"                                                                                                                2.6500     
S6600       WS-DISV                    TopLayer WE_416131160801               168.4338     53.3400      0        "WS-DISV Small Compact SMT DipSwitch"                                                                                                                2.6500     
S7200_1     WS-DISV                    TopLayer WE_416131160802               110.4900     52.7050      0        "WS-DISV Small Compact SMT DipSwitch"                                                                                                                2.6500     
S7200_2     WS-DISV                    TopLayer WE_416131160802               70.3263      52.7050      0        "WS-DISV Small Compact SMT DipSwitch"                                                                                                                2.6500     
T1200       SM91074ALE                 TopLayer SM91074ALE                    189.8650     94.7738      90       "10/100 Base-T Transformer"                                                                                                                          5.9000     
T1201       SM91074ALE                 TopLayer SM91074ALE                    176.2125     94.7738      90       "10/100 Base-T Transformer"                                                                                                                          5.9000     
TP8000      Testpoint_Square           TopLayer Testpoint_S1                  152.0825     29.5275      90       "Testpoint, square"                                                                                                                                  0.8000     
TP8001      Testpoint_Square           TopLayer Testpoint_S1                  149.8600     29.5275      90       "Testpoint, square"                                                                                                                                  0.8000     
TP8002      Testpoint_Square           TopLayer Testpoint_S1                  154.3050     29.5275      90       "Testpoint, square"                                                                                                                                  0.8000     
TP8003      Testpoint_Square           TopLayer Testpoint_S1                  156.5275     29.5275      90       "Testpoint, square"                                                                                                                                  0.8000     
TP_GND      Testpoint_Square           TopLayer Testpoint_S1                  29.6863      15.8750      90       "Testpoint, square"                                                                                                                                  0.8000     
TP_VBB_12V  Testpoint_Square           TopLayer Testpoint_S1                  31.9088      67.7863      180      "Testpoint, square"                                                                                                                                  0.8000     
TP_VSUP_30  Testpoint_Square           TopLayer Testpoint_S1                  29.6863      21.9075      180      "Testpoint, square"                                                                                                                                  0.8000     
TP_VSUP_30C Testpoint_Square           TopLayer Testpoint_S1                  31.7500      43.0213      180      "Testpoint, square"                                                                                                                                  0.8000     
U1100       ADUM6401CRIZ               TopLayer ADI_RI-16-2                   190.9763     50.9588      270      "Digital Isolator, 4 channel, with power"                                                                                                            2.6500     
U1200       DP83869HMRGZT              TopLayer DP83869HM-RGZ                 184.3088     75.4063      270      "High Immunity 10/100/1000 Ethernet Physical Layer Transceiver and Fiber Interface"                                                                  1.0000     
U1600       LTC2870HUFD                TopLayer LTC2870-UFD                   163.0363     41.1163      270      "RS-232-IC-Interface RS232/RS485 Multiprotocol Transceiver with Integrated Termination"                                                              0.8000     
U4301       ADR4550BRZ                 TopLayer SOIC127P600X175-8N            118.2688     55.2450      270      "Ultralow Noise, High Accuracy Voltage Reference"                                                                                                    1.7500     
U5000       TMS5704357BZWTQQ1          TopLayer BGA337C80P19X19_1600X1600X140 144.4625     66.9925      180      ""                                                                                                                                                   1.4000     
U6200       S25FL512SDSMFM010          TopLayer S25FL512S-SO3016              135.5725     95.4088      0        "512 Mbit (64 Mbyte), 3.0 V SPI Flash Memory"                                                                                                        2.6500     
U6201       CY15B102QN-50SXE           TopLayer CY15B102QN-50SXE              121.6025     89.5350      0        "Excelon™-Auto 2-Mbit (256K × 8) Automotive-E Serial (SPI) F-RAM"                                                                                    2.0300     
U6400       PCF2131TF                  TopLayer NXP_SOT1992-1                 53.6575      85.0900      0        "Ultra low power and high accurate RTC with integrated quartz crystal"                                                                               1.5000     
U6500       SHT35-DIS-F                TopLayer SHT3X                         69.2150      83.0263      270      "Humidity/Temp Sensor, Digital, Dfn-8"                                                                                                               1.0000     
U6600       MAX16998DAUA/V+            TopLayer MAX16998-uSOP8                175.2600     55.5625      0        "High-Voltage Watchdog Timers with Adjustable Timeout Delay"                                                                                         1.1000     
U6601       TPS7A1650AQDGNRQ1          TopLayer TPS7A16A-Q1                   175.2600     50.8000      180      "Automotive 60-V, 5-µA IQ, 100-mA low-dropout (LDO) voltage regulator with enable and power good"                                                    1.1000     
U8001       INA240A1QPWRQ1             TopLayer TI_PW0008A                    159.0675     22.5425      90       "Automotive, Wide Common-Mode Range, High- and Low-Side, Bidirectional, Zero-Drift, Current-Sense Amplifier With Enhanced PWM Rejection"             1.2000     
U8002       LM2903QDRQ1                TopLayer TI_D0008A                     165.5763     28.7338      90       "Automotive Dual Comparators"                                                                                                                        1.7500     
U1101_1     TCAN1043HDQ1               TopLayer TI_D0014A-C01_SOIC-14         177.6413     40.1638      270      "Low-Power Fault Protected CAN Transceiver with CAN FD and Wake"                                                                                     1.7500     
U1101_2     TCAN1043HDQ1               TopLayer TI_D0014A-C01_SOIC-14         193.0400     34.2900      270      "Low-Power Fault Protected CAN Transceiver with CAN FD and Wake"                                                                                     1.7500     
U4500_1     MC33XS2410EL               TopLayer MC33XS2410EL                  47.7838      31.2738      90       "Quad 100 mO / dual 50 mO, 3.0 V to 60 V high-side switch"                                                                                           1.1000     
U4500_2     MC33XS2410EL               TopLayer MC33XS2410EL                  91.7575      31.2738      90       "Quad 100 mO / dual 50 mO, 3.0 V to 60 V high-side switch"                                                                                           1.1000     
U6300_1     PCA9539PW                  TopLayer PCA9539PW                     79.8512      30.9563      90       "16-bit I2C-bus and SMBus low power I/O port with interrupt and reset"                                                                               1.1000     
U6300_2     PCA9539PW                  TopLayer PCA9539PW                     84.1375      87.4713      0        "16-bit I2C-bus and SMBus low power I/O port with interrupt and reset"                                                                               1.1000     
